Label;Function;Description;APIName;APIUrl;Action;LocalPermissions;RemotePermissions;Scope;Settings;Available;ReportType;ExportFile;BoxVersion
GET-BBOXDEVICELOGID;Get-BBOXDeviceLogID;Get DEVICE Log Information by page;device/log;https://192.168.1.254/api/v1/device/log/{ID};GET;private;private;device-read;No;No;Table;device-log-page;22.3.22
GET-BBOXDEVICEFLOG;Get-BBOXDeviceFullLog;Get DEVICE Full Log Information (All Events);device/log;https://192.168.1.254/api/v1/device/log;GET;private;private;device-read;No;Yes;Table;device-log-standard;22.3.22
GET-BBOXDEVICEFTLOG;Get-BBOXDeviceFullTechnicalLog;Get DEVICE Full Log Technical Information (All Events);device/log;https://192.168.1.254/api/v1/device/log;GET;private;private;device-read;No;Yes;Table;device-log-technic;22.3.22
GET-BBOXDEVICECHLOG;Get-BBOXDeviceConnectionHistoryLog;Get DEVICE Full Log Devices Connection History;device/log;https://192.168.1.254/api/v1/device/log;GET;private;private;device-read;No;Yes;Table;device-log-connexion;22.3.23
GET-BBOXDEVICECHLOGID;Get-BBOXDeviceConnectionHistoryLogID;Get DEVICE Full Log Devices Connection History by ID;device/log;https://192.168.1.254/api/v1/device/log;GET;private;private;device-read;No;Yes;Table;device-log-connexion-id;22.3.23
GET-BBOXDEVICELED;Get-BBOXDeviceLED;Get DEVICE LED Information;device/led;https://192.168.1.254/api/v1/device/led;GET;public;private;device-read;No;Yes;List;device-led;22.3.22
GET-BBOXDEVICEM;Get-BBOXDeviceMemory;Get DEVICE Memory Information;device/mem;https://192.168.1.254/api/v1/device/mem;GET;public;private;device-read;No;Yes;List;device-mem;22.3.22
GET-BBOXDEVICES;Get-BBOXDeviceSummary;Get DEVICE Main Information;device/summary;https://192.168.1.254/api/v1/device/summary;GET;private;private;device-read;No;Yes;List;device-summary;22.3.22
GET-BBOXDEVICET;Get-BBOXDeviceToken;Get DEVICE Token Information;device/token;https://192.168.1.254/api/v1/device/token;GET;private;private;any;No;Yes;List;device-token;22.3.22
GET-BBOXDEVICEU;Get-BBOXDeviceUpgrade;Get DEVICE Upgrade Information;device/upgrade;https://192.168.1.254/api/v1/device/upgrade;GET;private;private;boxdebug;No;No;$null;device-upgrade;22.3.22
GET-BBOXDEVICEUSBD;Get-BBOXDeviceUSBDevices;Get DEVICE USB Devices Information;device/usb;https://192.168.1.254/api/v1/device/usb;GET;public;private;device-read;No;Yes;Table;device-usb;22.3.22
GET-BBOXDEVICEUSBP;Get-BBOXDeviceUSBPrinter;Get DEVICE USB Printer Information;device/printer;https://192.168.1.254/api/v1/device/printer;GET;public;private;device-read;No;Yes;Table;device-printer;22.3.22
GET-BBOXDHCP;Get-BBOXDHCP;Get DHCP Configuration Information;dhcp;https://192.168.1.254/api/v1/dhcp;GET;public;private;dhcp-read;No;Yes;List;dhcp;22.3.22
GET-BBOXDHCPAO;Get-BBOXDHCPActiveOptions;Get DHCP Active Options Configuration Information;dhcp/options;https://192.168.1.254/api/v1/dhcp/options;GET;public;private;dhcp-read;No;Yes;Table;dhcp-options-active;22.3.22
GET-BBOXDHCPO;Get-BBOXDHCPOptions;Get DHCP Options Information;dhcp/options;https://192.168.1.254/api/v1/dhcp/options;GET;public;private;dhcp-read;No;Yes;Table;dhcp-options;22.3.22
GET-BBOXDHCPOID;Get-BBOXDHCPOptionsID;Get DHCP Options Information by ID;dhcp/options;https://192.168.1.254/api/v1/dhcp/options/{ID};GET;public;private;dhcp-read;No;Yes;List;dhcp-options-id;22.3.22
GET-BBOXDHCPC;Get-BBOXDHCPClients;Get DHCP Client Configuration Information;dhcp/clients;https://192.168.1.254/api/v1/dhcp/clients;GET;public;private;dhcp-read;No;Yes;Table;dhcp-clients;22.3.22
GET-BBOXDHCPCID;Get-BBOXDHCPClientsID;Get DHCP Clients Configuration Information by ID;dhcp/clients;https://192.168.1.254/api/v1/dhcp/clients/{ID};GET;public;private;dhcp-read;No;Yes;List;dhcp-clients-id;22.3.22
GET-BBOXDHCPSTBO;Get-BBOXDHCPSTBOptions;Get DHCP STB Options Information;dhcp/stb/options;https://192.168.1.254/api/v1/dhcp/stb/options;GET;private;private;dhcp-read;No;Yes;Table;dhcp-stb-options;22.3.22
GET-BBOXDHCPv6O;Get-BBOXDHCPv6Options;Get DHCP V6 Options Information;dhcp6/options;https://192.168.1.254/api/v1/dhcp6/options;GET;public;private;dhcp-read;No;Yes;Table;dhcp6-options;22.3.22
GET-BBOXDHCPv6PFD;Get-BBOXDHCPv6PrefixDelegation;Get-DHCP V6 Prefix Delegation Configuration Information;dhcp6/prefixdelegation;https://192.168.1.254/api/v1/dhcp6/prefixdelegation;GET;public;private;dhcp-read;No;Yes;List;dhcp6-prefixdelegation;22.3.22
GET-BBOXDNSS;Get-BBOXDNSStats;Get DNS Stats Information;dns/stats;https://192.168.1.254/api/v1/dns/stats;GET;public;private;lan-read;No;Yes;List;dns-stats;22.3.22
GET-BBOXDYNDNS;Get-BBOXDYNDNS;Get DYNDNS Configuration Information;dyndns;https://192.168.1.254/api/v1/dyndns;GET;private;private;dyndns-read;No;Yes;List;dyndns-config;22.3.22
GET-BBOXDYNDNSPL;Get-BBOXDYNDNSProviderList;Get DYNDNS Provider List Configuration Information;dyndns;https://192.168.1.254/api/v1/dyndns;GET;private;private;dyndns-read;No;Yes;Table;dyndns-provider;22.3.22
GET-BBOXDYNDNSC;Get-BBOXDYNDNSClient;Get DYNDNS Client list Configuration Information;dyndns;https://192.168.1.254/api/v1/dyndns;GET;private;private;dyndns-read;No;Yes;Table;dyndns-client;22.3.22
GET-BBOXDYNDNSCID;Get-BBOXDYNDNSClientID;Get DYNDNS Client Configuration Information by ID;dyndns;https://192.168.1.254/api/v1/dyndns/{id};GET;private;private;dyndns-read;No;Yes;List;dyndns-client-id;22.3.22
GET-BBOXErrorCodeTest;Get-BBOXErrorCodeTest;Error Code : Unauthorized;401;https://192.168.1.254/api/v1/401;GET;private;private;host-read;No;Yes;List;error-401;22.3.22
GET-BBOXErrorCodeTest;Get-BBOXErrorCodeTest;Error Code : Operation not found;404;https://192.168.1.254/api/v1/404;GET;private;private;host-read;No;Yes;List;error-404;22.3.22
GET-BBOXFIREWALL;Get-BBOXFIREWALL;Get FIREWALL Configuration Information;firewall;https://192.168.1.254/api/v1/firewall;GET;private;private;firewall-read;No;Yes;List;firewall;22.3.22
GET-BBOXFIREWALLGM;Get-BBOXFIREWALLGamerMode;Get FIREWALL Gamer Mode Information;firewall/gamermode;https://192.168.1.254/api/v1/firewall/gamermode;GET;private;private;firewall-read;No;Yes;List;firewall-gamermode;22.3.22
GET-BBOXFIREWALLPR;Get-BBOXFIREWALLPingResponder;Get FIREWALL Ping Responder Configuration Information;firewall/pingresponder;https://192.168.1.254/api/v1/firewall/pingresponder;GET;public;private;firewall-read;No;Yes;List;firewall-pingresponder;22.3.22
GET-BBOXFIREWALLR;Get-BBOXFIREWALLRules;Get FIREWALL Rules Information;firewall/rules;https://192.168.1.254/api/v1/firewall/rules;GET;private;private;firewall-read;No;Yes;Table;firewall-rules;22.3.22
GET-BBOXFIREWALLRID;Get-BBOXFIREWALLRulesID;Get FIREWALL Rules Information by ID;firewall/rules;https://192.168.1.254/api/v1/firewall/rules/{ID};GET;private;private;firewall-read;No;Yes;List;firewall-rules-id;22.3.22
GET-BBOXFIREWALLv6L;Get-BBOXFIREWALLv6Level;Get FIREWALL V6 Level;firewallv6/level;https://192.168.1.254/api/v1/firewallv6/level;GET;private;private;firewall-read;No;Yes;List;firewallv6-level;22.3.22
GET-BBOXFIREWALLv6R;Get-BBOXFIREWALLv6Rules;Get FIREWALL V6 Rules Information;firewallv6/rules;https://192.168.1.254/api/v1/firewallv6/rules;GET;private;private;firewall-read;No;Yes;Table;firewallv6-rules;22.3.22
GET-BBOXFIREWALLv6RID;Get-BBOXFIREWALLv6RulesID;Get FIREWALL V6 Rules Information by ID;firewallv6/rules;https://192.168.1.254/api/v1/firewallv6/rules/{id};GET;private;private;firewall-read;No;Yes;List;firewallv6-rules-id;22.3.22
GET-BBOXGRAPHSID;Get-BBOXGRAPHSID;Get GRAPHS Configuration Information by ID;graphs;https://192.168.1.254/api/v1/graphs/{ID};GET;public;private;lan-read;No;No;List;graphs;22.3.22
GET-BBOXHOSTSDTH;Get-BBOXHOSTSDownloadThreshold;Get HOSTS Download Threshold Information;hosts;https://192.168.1.254/api/v1/hosts;GET;private;private;host-read;No;Yes;List;hosts-downloadthreshold;23.7.8
GET-BBOXHOSTS;Get-BBOXHOSTS;Get HOSTS List Information;hosts;https://192.168.1.254/api/v1/hosts;GET;private;private;host-read;No;Yes;Table;hosts;22.3.22
GET-BBOXHOSTSID;Get-BBOXHOSTID;Get HOSTS List Information by ID;hosts;https://192.168.1.254/api/v1/hosts/{ID};GET;private;private;host-read;No;Yes;List;hosts-id;22.3.22
GET-BBOXHOSTSW;Get-BBOXHOSTWireless;Get HOSTS Wireless List Information;hosts;https://192.168.1.254/api/v1/hosts;GET;private;private;host-read;No;Yes;Table;hosts-wireless;23.7.8
GET-BBOXHOSTSL;Get-BBOXHOSTSLite;Get HOSTS Lite Information;hosts/lite;https://192.168.1.254/api/v1/hosts/lite;GET;public;private;host-read;No;Yes;Table;hosts-lite;22.3.22
GET-BBOXHOSTSME;Get-BBOXHOSTSME;Get MY HOST Information;hosts/me;https://192.168.1.254/api/v1/hosts/me;GET;public;private;host-read;No;Yes;List;hosts-me;22.3.22
GET-BBOXHOSTSP;Get-BBOXHOSTSPAUTH;Get HOSTS PAUTH Information;hosts/pauth;https://192.168.1.254/api/v1/hosts/pauth;GET;public;private;host-read;No;Yes;Table;hosts-pauth;22.3.22
GET-BBOXIPTV;Get-BBOXIPTV;Get IPTV Configuration Information;iptv;https://192.168.1.254/api/v1/iptv;GET;private;private;diag-read;No;Yes;Table;iptv;22.3.22
GET-BBOXIPTVD;Get-BBOXIPTVDiags;Get IPTV Diags Information;iptv/diags;https://192.168.1.254/api/v1/iptv/diags;GET;private;private;diag-read;No;Yes;List;iptv-diags;22.3.22
GET-BBOXLANA;Get-BBOXLANAlerts;Get LAN User Alerts Information;alerts;https://192.168.1.254/api/v1/alerts;GET;public;private;alert-read;No;Yes;Table;alerts;22.3.22
GET-BBOXLANIPC;Get-BBOXLANIPConfig;Get LAN IP Configuration Information;lan/ip;https://192.168.1.254/api/v1/lan/ip;GET;public;private;lan-read;No;Yes;List;lan-ip-config;22.3.22
GET-BBOXLANIPSC;Get-BBOXLANIPSwitchConfig;Get LAN IP Switch Configuration Information;lan/ip;https://192.168.1.254/api/v1/lan/ip;GET;public;private;lan-read;No;Yes;Table;lan-ip-switch-config;22.3.22
GET-BBOXLANS;Get-BBOXLANIPStats;Get LAN Stats Information;lan/stats;https://192.168.1.254/api/v1/lan/stats;GET;public;private;lan-read;No;Yes;List;lan-stats;22.3.22
GET-BBOXLANPS;Get-BBOXLANPortStats;Get LAN Port Stats Information;lan/stats;https://192.168.1.254/api/v1/lan/stats;GET;public;private;lan-read;No;Yes;Table;lan-ports-stats;23.7.8
GET-BBOXLEGACYINFO;Get-BBOXLEGACYINFO;Get LEGACY Information;legacy/_info.xml;https://192.168.1.254/legacy/_info.xml;GET;public;private;lan-read;No;No;$null;legacy-info;22.3.22
GET-BBOXNATDMZ;Get-BBOXNATDMZ;Get NAT DMZ Configuration Information;nat/dmz;https://192.168.1.254/api/v1/nat/dmz;GET;public;private;nat-read;No;Yes;List;nat-dmz;22.3.22
GET-BBOXNAT;Get-BBOXNAT;Get NAT Configuration Information;nat/rules;https://192.168.1.254/api/v1/nat/rules;GET;public;private;nat-read;No;Yes;List;nat-rules-config;22.3.22
GET-BBOXNATR;Get-BBOXNATRules;Get NAT Rules Information;nat/rules;https://192.168.1.254/api/v1/nat/rules;GET;public;private;nat-read;No;Yes;Table;nat-rules;22.3.22
GET-BBOXNATRID;Get-BBOXNATRulesID;Get NAT Rules Information by ID;nat/rules;https://192.168.1.254/api/v1/nat/rules/{id};GET;public;private;nat-read;No;Yes;List;nat-rules-id;22.3.22
GET-BBOXNOTIFICATION;Get-BBOXNOTIFICATIONConfig;Get NOTIFICATION Configuration Information;notification;https://192.168.1.254/api/v1/notification;GET;private;private;notif-read;No;Yes;List;notification-config;22.3.22
GET-BBOXNOTIFICATIONCA;Get-BBOXNOTIFICATIONAlerts;Get NOTIFICATION Configuration Alerts List Information;notification/alerts;https://192.168.1.254/api/v1/notification;GET;private;private;notif-read;No;Yes;Table;notification-config-alerts;22.3.22
GET-BBOXNOTIFICATIONCC;Get-BBOXNOTIFICATIONContacts;Get NOTIFICATION Configuration Contacts List Information;notification/contacts;https://192.168.1.254/api/v1/notification;GET;private;private;notif-read;No;Yes;Table;notification-config-contacts;22.3.22
GET-BBOXNOTIFICATIONCE;Get-BBOXNOTIFICATIONEvents;Get NOTIFICATION Configuration Events List Information;notification/events;https://192.168.1.254/api/v1/notification;GET;private;private;notif-read;No;Yes;Table;notification-config-events;22.3.22
GET-BBOXNOTIFICATIONA;Get-BBOXNOTIFICATIONAlerts;Get NOTIFICATION Alerts List Information;notification/alerts;https://192.168.1.254/api/v1/notification/alerts;GET;private;private;notif-read;No;Yes;Table;notification-alerts;22.3.22
GET-BBOXNOTIFICATIONC;Get-BBOXNOTIFICATIONContacts;Get NOTIFICATION Contacts Information;notification/contacts;https://192.168.1.254/api/v1/notification/contacts;GET;private;private;notif-read;No;Yes;Table;notification-contacts;22.3.22
GET-BBOXNOTIFICATIONE;Get-BBOXNOTIFICATIONEvents;Get NOTIFICATION Events Information;notification/events;https://192.168.1.254/api/v1/notification/events;GET;private;private;notif-read;No;Yes;Table;notification-events;22.3.22
GET-BBOXOAUTHA;Get-BBOXOAUTHAuthorize;Get OAUTH Authorize Information;oauth/authorize;https://192.168.1.254/api/v1/oauth/authorize;GET;public;private;any;No;No;List;oauth-authorize;22.3.22
GET-BBOXOQCBUTTONID;Get-BBOXOQCBUTTONID;Get Box BUTTON Information;oqc/button;https://192.168.1.254/api/v1/oqc/button;GET;private;private;device-read;No;No;$null;oqc-button;22.3.22
GET-BBOXPARENTALCONTROL;Get-BBOXPARENTALCONTROL;Get PARENTAL CONTROL Configuration Information;parentalcontrol;https://192.168.1.254/api/v1/parentalcontrol;GET;private;private;parental-read;No;Yes;List;parentalcontrol;22.3.22
GET-BBOXPARENTALCONTROLS;Get-BBOXPARENTALCONTROLScheduler;Get PARENTAL CONTROL Scheduler Configuration Information;parentalcontrol/scheduler;https://192.168.1.254/api/v1/parentalcontrol/scheduler;GET;private;private;parental-read;No;Yes;list;parentalcontrol-scheduler;22.3.22
GET-BBOXPARENTALCONTROLSR;Get-BBOXPARENTALCONTROLSchedulerRules;Get PARENTAL CONTROL Scheduler Rules Configuration Information;parentalcontrol/scheduler;https://192.168.1.254/api/v1/parentalcontrol/scheduler;GET;private;private;parental-read;No;Yes;Table;parentalcontrol-scheduler-rules;22.3.22
GET-BBOXPASSRECOVERV;Get-BBOXPasswordRecoveryVerify;Get Password Recovery Verify Inofrmation;password-recovery/verify;https://192.168.1.254/api/v1/password-recovery/verify;GET;public;None;auth-write;No;Yes;List;password-recovery-verify;22.3.22
GET-BBOXPROFILEC;Get-BBOXPROFILEConsumption;Get PROFIL Consumption Information;profile/consumption;https://192.168.1.254/api/v1/profile/consumption;GET;private;private;profile-read;No;Yes;List;profile-consumption;22.3.22
GET-BBOXREMOTEPWOL;Get-BBOXREMOTEProxyWOL;Get REMOTE Proxy WOL Information;remote/proxywol;https://192.168.1.254/api/v1/remote/proxywol;GET;private;private;remote;No;Yes;List;remote-proxywol;22.3.22
GET-BBOXSERVICES;Get-BBOXSERVICES;Get SERVICES Configuration Information;services;https://192.168.1.254/api/v1/services;GET;public;private;lan-read;No;Yes;Table;services;22.3.22
GET-BBOXSUMMARY;Get-BBOXSUMMARY;Get SUMMARY Configuration Information;summary;https://192.168.1.254/api/v1/summary;GET;public;private;lan-read;No;Yes;List;summary;22.3.22
GET-BBOXSPEEDTESTC;GET-BBOXSPEEDTESTContext;Get Speedtest Context Configuration Information;speedtest/context;https://192.168.1.254/api/v1/speedtest/context;GET;public;private;device-read;No;No;List;speedtest-context;22.3.22
GET-BBOXUPNPIGD;Get-BBOXUPNPIGD;Get UPNP IGD Configuration Information;upnp/igd;https://192.168.1.254/api/v1/upnp/igd;GET;public;private;igd-read;No;Yes;List;upnp-igd;22.3.22
GET-BBOXUPNPIGDR;Get-BBOXUPNPIGDRules;Get UPNP IGD Rules Configuration Information;upnp/igd/rules;https://192.168.1.254/api/v1/upnp/igd/rules;GET;public;private;igd-read;No;Yes;Table;upnp-igd-rules;22.3.22
GET-BBOXUSBS;Get-BBOXUSBStorage;Get USB Storage Configuration Information;usb/storage;https://192.168.1.254/api/v1/usb/storage;GET;private;private;usb-read;No;Yes;Table;usb-storage;22.3.22
GET-BBOXUSERSAVE;Get-BBOXUSERSAVE;Get USER SAVE Configuration Information;usersave;https://192.168.1.254/api/v1/usersave;GET;public;private;backup-read;No;Yes;List;usersave;22.3.22
GET-BBOXVOIP;Get-BBOXVOIP;Get VOIP Configuration Information;voip;https://192.168.1.254/api/v1/voip;GET;private;private;voip-read;No;Yes;List;voip;22.3.22
GET-BBOXVOIPDC;Get-BBOXVOIPDiagsConfig;Get-VOIP Diags Config Information;voip/diag;https://192.168.1.254/api/v1/voip/diag;GET;private;private;voip-read;No;Yes;Table;voip-diag-config;22.3.22
GET-BBOXVOIPDL;Get-BBOXVOIPDiagsLine;Get-VOIP Diags Line Information;voip/diag;https://192.168.1.254/api/v1/voip/diag;GET;private;private;voip-read;No;Yes;Table;voip-diag-line;22.3.22
GET-BBOXVOIPDH;Get-BBOXVOIPDiagHost;Get-VOIP Diags Host Information;voip/diag;https://192.168.1.254/api/v1/voip/diag;GET;private;private;voip-read;No;Yes;Table;voip-diag-host;22.3.22
GET-BBOXVOIPDU;Get-BBOXVOIPDiagUSB;Get-VOIP Diags USB Information;voip/diag;https://192.168.1.254/api/v1/voip/diag;GET;private;private;voip-read;No;Yes;Table;voip-diag-usb;22.3.22
GET-BBOXVOIPS;Get-BBOXVOIPScheduler;Get VOIP Scheduler Configuration Information;voip/scheduler;https://192.168.1.254/api/v1/voip/scheduler;GET;private;private;voip-read;No;Yes;Table;voip-scheduler;22.3.22
GET-BBOXVOIPSR;Get-BBOXVOIPSchedulerRules;Get VOIP Scheduler Rules Configuration Information;voip/scheduler;https://192.168.1.254/api/v1/voip/scheduler;GET;private;private;voip-read;No;Yes;Table;voip-scheduler-rules;22.3.22
GET-BBOXVOIPALN;Get-BBOXVOIPAllowedListNumber;Get VOIP Scheduler Allowed List Number Configuration Information;voip/scheduler/number;https://192.168.1.254/api/v1/voip/scheduler/number;GET;private;private;voip-read;No;Yes;Table;voip-scheduler-number;22.3.22
GET-BBOXVOIPCL;Get-BBOXVOIPCallLogLineX;Get-VOIP Last 5 Calls Log Information by line;voip/calllog;https://192.168.1.254/api/v1/voip/calllog/{ID};GET;private;private;voip-read;No;Yes;Table;voip-calllog;22.3.22
GET-BBOXVOIPCLPN;Get-BBOXVOIPCallLogLineXPhoneNumber;Get-VOIP Last 5 Calls Log Information by line and Phone Number;voip/calllog;https://192.168.1.254/api/v1/voip/calllog/{ID};GET;private;private;voip-read;No;Yes;Table;voip-calllog-by-phone-number;Custom
GET-BBOXVOIPCLS;Get-BBOXVOIPCallLogLineXSummary;Get-VOIP Last 5 Calls Log Information Summary by line;voip/calllog;https://192.168.1.254/api/v1/voip/calllog/{ID};GET;private;private;voip-read;No;Yes;Table;voip-calllog-summary;Custom
GET-BBOXVOIPFCL;Get-BBOXVOIPFullcalllogLineX;Get-VOIP Full Call Log Information by line;voip/fullcalllog;https://192.168.1.254/api/v1/voip/fullcalllog/{ID};GET;private;private;voip-write;No;Yes;Table;voip-fullcalllog;22.3.22
GET-BBOXVOIPFCLPN;Get-BBOXVOIPFullCallLogLineXPhoneNumber;Get-VOIP Full Call Log Information by line and Phone Number;voip/fullcalllog;https://192.168.1.254/api/v1/voip/fullcalllog/{ID};GET;private;private;voip-write;No;Yes;Table;voip-fullcalllog-by-phone-number;Custom
GET-BBOXVOIPFCLS;Get-BBOXVOIPFullCallLogLineXSummary;Get-VOIP Full Call Log Information Summary by line;voip/fullcalllog;https://192.168.1.254/api/v1/voip/fullcalllog/{ID};GET;private;private;voip-write;No;Yes;Table;voip-fullcalllog-summary;Custom
GET-BBOXWANAC;Get-BBOXWANAutowanConfig;Get WAN Autowan Configuration Information;wan/autowan;https://192.168.1.254/api/v1/wan/autowan;GET;private;private;wan-read;No;Yes;List;wan-autowan-config;22.3.22
GET-BBOXWANAP;Get-BBOXWANAutowanProfiles;Get WAN Autowan Profiles Configuration Information;wan/autowan;https://192.168.1.254/api/v1/wan/autowan;GET;private;private;wan-read;No;Yes;Table;wan-autowan-Profiles;22.3.22
GET-BBOXWAND;Get-BBOXWANDiags;Get WAN Diags Information;wan/diags;https://192.168.1.254/api/v1/wan/diags;GET;public;private;diag-read;No;Yes;Table;wan-diags;22.3.22
GET-BBOXWANDS;Get-BBOXWANDiagsSessions;Get WAN DIAGS Sessions Configuration Information;wan/diags/sessions;https://192.168.1.254/api/v1/wan/diags/sessions;GET;private;private;diag-read;No;Yes;List;wan-diags-sessions-config;22.3.22
GET-BBOXWANDSHAS;Get-BBOXWANDiagsSummaryHostsActiveSessions;Get WAN DIAGS Active Summary Hosts Sessions Information;wan/diags/sessions;https://192.168.1.254/api/v1/wan/diags/sessions;GET;private;private;diag-read;No;Yes;Table;wan-diags-sessions-host;22.3.22
GET-BBOXWANDSID;Get-BBOXWANDiagsSessionsID;Get WAN DIAGS Sessions Configuration Information by Page;wan/diags/sessions;https://192.168.1.254/api/v1/wan/diags/sessions/{ID};GET;private;private;diag-read;No;No;Table;wan-diags-sessions-id-page;22.3.22
GET-BBOXWANDAAS;Get-BBOXWANDiagsAllActiveSessions;Get WAN DIAGS All Active Sessions Information;wan/diags/sessions;https://192.168.1.254/api/v1/wan/diags/sessions;GET;private;private;diag-read;No;Yes;Table;wan-diags-sessions;22.3.22
GET-BBOXWANDAASH;Get-BBOXWANDiagsAllActiveSessionsHost;Get WAN DIAGS All Active Sessions Information by Host;wan/diags/sessions;https://192.168.1.254/api/v1/wan/diags/sessions/{ID};GET;private;private;diag-read;No;Yes;Table;wan-diags-sessions-id;22.3.22
GET-BBOXWANFS;Get-BBOXWANFStats;Get WAN FTTH STATS Information;wan/ftth/stats;https://192.168.1.254/api/v1/wan/ftth/stats;GET;public;private;wan-read;No;Yes;List;wan-ftth-stats;22.3.22
GET-BBOXWANIP;Get-BBOXWANIP;Get WAN IP Configuration Information;wan/ip;https://192.168.1.254/api/v1/wan/ip;GET;public;private;wan-read;No;Yes;List;wan-ip;22.3.22
GET-BBOXWANIPS;Get-BBOXWANIPStats;Get WAN IP Stats Information;wan/ip/stats;https://192.168.1.254/api/v1/wan/ip/stats;GET;public;private;wan-read;No;Yes;List;wan-ip-stats;22.3.22
GET-BBOXWANXDSL;Get-BBOXWANXDSL;Get WAN XDSL Configuration Information;wan/xdsl;https://192.168.1.254/api/v1/wan/xdsl;GET;public;private;wan-read;No;Yes;List;wan-xdsl;22.3.22
GET-BBOXWANXDSLS;Get-BBOXWANXDSLStats;Get WAN XDSL Stats Information;wan/xdsl/stats;https://192.168.1.254/api/v1/wan/xdsl/stats;GET;public;private;wan-read;No;Yes;List;wan-xdsl-stats;22.3.22
GET-BBOXWANSFF;Get-BBOXWANSFF;Get WAN SFF Configuration Information;wan/sff;https://192.168.1.254/api/v1/wan/sff;GET;public;private;wan-read;No;Yes;List;wan-sff;22.3.22
GET-BBOXWIRELESS;Get-BBOXWIRELESS;Get WIRELESS Configuration Information;wireless;https://192.168.1.254/api/v1/wireless;GET;private;private;wifi-read;No;Yes;List;wireless;22.3.22
Get-BBOXWIRELESSSTD;Get-BBOXWIRELESSSTANDARD;Get WIRELESS Standard Norme Information;wireless;https://192.168.1.254/api/v1/wireless;GET;private;private;wifi-read;No;Yes;Table;wireless-standard;22.3.22
GET-BBOXWIRELESS24;Get-BBOXWIRELESS24;Get WIRELESS 2.4Ghz Configuration Information;wireless/24;https://192.168.1.254/api/v1/wireless/24;GET;private;private;wifi-read;No;Yes;List;wireless-24;22.3.22
GET-BBOXWIRELESS24S;Get-BBOXWIRELESS24Stats;Get WIRELESS 2.4Ghz Stats Information;wireless/24/stats;https://192.168.1.254/api/v1/wireless/24/stats;GET;private;private;wifi-read;No;Yes;List;wireless-24-stats;22.3.22
